fotograma,tipo_objeto,confianza,identificador_tracking,x1,y1,x2,y2,matrícula_en_su_caso,texto_matricula
1546,car,0.7362469434738159,44,1110,307,1181,361,N/A,N/A
1546,person,0.7192339897155762,38,801,283,835,390,N/A,N/A
1546,person,0.678104817867279,31,757,290,794,389,N/A,N/A
1546,car,0.7725445032119751,48,1209,301,1359,432,matrícula,JM
1546,car,0.7725445032119751,48,1209,301,1359,432,N/A,N/A
1546,car,0.4274190664291382,51,1342,321,1381,361,N/A,N/A
1546,car,0.7291083931922913,40,1433,322,1512,382,N/A,N/A
1546,person,0.6169575452804565,50,503,281,551,410,N/A,N/A
1546,person,0.5937513113021851,53,1553,314,1615,444,N/A,N/A
1547,car,0.7173240184783936,44,1111,306,1181,362,N/A,N/A
1547,person,0.7009740471839905,38,801,283,835,390,N/A,N/A
1547,person,0.7149068713188171,31,757,291,796,389,N/A,N/A
1547,car,0.7781187295913696,48,1210,300,1363,433,matrícula,JM
1547,car,0.7781187295913696,48,1210,300,1363,433,N/A,N/A
1547,car,0.7253882884979248,40,1433,322,1512,382,N/A,N/A
1547,person,0.5917421579360962,50,498,280,549,411,N/A,N/A
1547,person,0.5299575328826904,53,1546,316,1606,441,N/A,N/A
1548,car,0.7168243527412415,44,1113,305,1182,363,N/A,N/A
1548,person,0.6900479197502136,38,802,284,835,389,N/A,N/A
1548,person,0.7057226896286011,31,757,292,796,389,N/A,N/A
1548,car,0.7273448705673218,48,1209,300,1367,435,matrícula,JM
1548,car,0.7273448705673218,48,1209,300,1367,435,N/A,N/A
1548,car,0.7232191562652588,40,1433,322,1512,382,N/A,N/A
1548,person,0.5418370366096497,50,496,281,548,407,N/A,N/A
1548,person,0.5524632334709167,53,1540,319,1600,438,N/A,N/A
1549,car,0.7048807144165039,44,1111,306,1183,363,N/A,N/A
1549,person,0.7129806876182556,38,802,284,835,389,N/A,N/A
1549,person,0.7266981601715088,31,757,294,797,387,N/A,N/A
1549,car,0.7064377665519714,48,1209,301,1369,438,matrícula,JM
1549,car,0.7064377665519714,48,1209,301,1369,438,N/A,N/A
1549,car,0.7170876860618591,40,1433,321,1512,382,N/A,N/A
1549,person,0.6326021552085876,50,492,283,544,408,N/A,N/A
1549,person,0.5745173096656799,53,1538,319,1595,435,N/A,N/A
1550,car,0.7038916945457458,44,1110,306,1185,363,N/A,N/A
1550,person,0.7189438343048096,38,803,285,836,390,N/A,N/A
1550,person,0.7097604274749756,31,757,292,797,385,N/A,N/A
1550,car,0.7177788615226746,48,1209,300,1373,443,matrícula,Im
1550,car,0.7177788615226746,48,1209,300,1373,443,N/A,N/A
1550,car,0.7094742059707642,40,1433,322,1513,381,N/A,N/A
1550,person,0.6617645621299744,50,487,282,542,407,N/A,N/A
1550,person,0.6224440932273865,53,1533,314,1593,437,N/A,N/A
1551,car,0.6358487606048584,44,1106,306,1187,363,N/A,N/A
1551,person,0.701763927936554,38,804,285,837,390,N/A,N/A
1551,person,0.6993331909179688,31,758,290,797,385,N/A,N/A
1551,car,0.7544077038764954,48,1209,300,1378,447,matrícula,Im
1551,car,0.7544077038764954,48,1209,300,1378,447,N/A,N/A
1551,car,0.7101951837539673,40,1433,321,1513,381,N/A,N/A
1551,person,0.6580665111541748,50,485,279,541,406,N/A,N/A
1551,person,0.6395775675773621,53,1527,314,1588,437,N/A,N/A
1552,car,0.6462334394454956,44,1105,306,1188,363,N/A,N/A
1552,person,0.728206217288971,38,805,286,838,390,N/A,N/A
1552,person,0.6878935694694519,31,759,291,797,385,N/A,N/A
1552,car,0.8315128684043884,48,1210,299,1382,450,matrícula,6
1552,car,0.8315128684043884,48,1210,299,1382,450,N/A,N/A
1552,car,0.7453206777572632,40,1432,320,1514,382,N/A,N/A
1552,person,0.6331888437271118,50,481,274,539,410,N/A,N/A
1552,person,0.5648097991943359,53,1523,314,1578,434,N/A,N/A
1553,car,0.6572732925415039,44,1104,306,1189,362,N/A,N/A
1553,person,0.7305805087089539,38,805,286,838,390,N/A,N/A
1553,person,0.7340248227119446,31,760,293,798,386,N/A,N/A
1553,car,0.8214550614356995,48,1211,299,1388,451,matrícula,MG-
1553,car,0.8214550614356995,48,1211,299,1388,451,N/A,N/A
1553,car,0.7372841835021973,40,1432,320,1515,382,N/A,N/A
1553,person,0.6627374887466431,50,481,273,536,412,N/A,N/A
1553,person,0.6289411187171936,53,1519,313,1572,431,N/A,N/A
1554,car,0.6208215355873108,44,1105,306,1190,362,N/A,N/A
1554,person,0.6988832354545593,38,806,287,838,389,N/A,N/A
1554,person,0.7214235067367554,31,760,296,799,386,N/A,N/A
1554,car,0.796761155128479,48,1212,299,1394,455,matrícula,pm
1554,car,0.796761155128479,48,1212,299,1394,455,N/A,N/A
1554,car,0.7771474719047546,40,1432,319,1516,382,N/A,N/A
1554,person,0.6439018845558167,50,479,274,532,413,N/A,N/A
1554,person,0.7091500759124756,53,1514,312,1568,428,N/A,N/A
1555,car,0.6050791144371033,44,1109,307,1190,362,N/A,N/A
1555,person,0.7294992208480835,38,806,287,839,389,N/A,N/A
1555,person,0.6523803472518921,31,761,298,799,386,N/A,N/A
1555,car,0.7748680114746094,48,1215,298,1401,458,matrícula,pm
1555,car,0.7748680114746094,48,1215,298,1401,458,N/A,N/A
1555,car,0.7431514263153076,40,1432,320,1517,382,N/A,N/A
1555,person,0.6284489631652832,50,476,275,530,414,N/A,N/A
1555,person,0.6788883805274963,53,1511,313,1561,426,N/A,N/A
1556,car,0.5899681448936462,44,1111,309,1193,363,N/A,N/A
1556,person,0.7141866683959961,38,807,287,839,388,N/A,N/A
1556,person,0.7022833824157715,31,763,297,799,387,N/A,N/A
1556,car,0.8183833956718445,48,1215,297,1408,463,matrícula,pm
1556,car,0.8183833956718445,48,1215,297,1408,463,N/A,N/A
1556,car,0.7120198011398315,40,1433,321,1516,381,N/A,N/A
1556,person,0.6389694809913635,50,474,274,528,415,N/A,N/A
1556,person,0.708425760269165,53,1507,314,1556,427,N/A,N/A
1557,car,0.678372859954834,44,1111,310,1197,363,N/A,N/A
1557,person,0.7248792052268982,38,807,288,839,387,N/A,N/A
1557,person,0.7122039794921875,31,764,296,799,390,N/A,N/A
1557,car,0.8607115149497986,48,1214,297,1416,468,matrícula,pm
1557,car,0.8607115149497986,48,1214,297,1416,468,N/A,N/A
1557,car,0.6823105216026306,40,1433,323,1515,380,N/A,N/A
1557,person,0.6272315382957458,50,471,273,525,415,N/A,N/A
1557,person,0.6310141086578369,53,1502,320,1553,426,N/A,N/A
1558,car,0.6969034075737,44,1108,309,1199,364,N/A,N/A
1558,person,0.7192387580871582,38,808,288,840,387,N/A,N/A
1558,person,0.7111254334449768,31,764,295,799,390,N/A,N/A
1558,car,0.8770788311958313,48,1215,298,1424,472,matrícula,pm
1558,car,0.8770788311958313,48,1215,298,1424,472,N/A,N/A
1558,car,0.6843159198760986,40,1434,322,1514,381,N/A,N/A
1558,person,0.702933132648468,50,468,277,520,416,N/A,N/A
1558,person,0.5463312268257141,53,1499,324,1551,425,N/A,N/A
1559,car,0.7140498161315918,44,1108,308,1200,365,N/A,N/A
1559,person,0.7267733216285706,38,808,288,841,387,N/A,N/A
1559,person,0.6880999803543091,31,766,294,799,389,N/A,N/A
1559,car,0.8619695901870728,48,1215,298,1431,476,matrícula,pm
1559,car,0.8619695901870728,48,1215,298,1431,476,N/A,N/A
1559,car,0.7223823070526123,40,1434,322,1512,381,matrícula,77
1559,car,0.7223823070526123,40,1434,322,1512,381,N/A,N/A
1559,person,0.6861556172370911,50,465,274,518,416,N/A,N/A
1559,person,0.5775517225265503,53,1496,326,1547,422,N/A,N/A
1560,car,0.7624710202217102,44,1108,307,1201,366,N/A,N/A
1560,person,0.7092708945274353,38,808,288,842,387,N/A,N/A
1560,person,0.6477238535881042,31,767,292,799,389,N/A,N/A
1560,car,0.8875928521156311,48,1216,298,1442,482,matrícula,pm
1560,car,0.8875928521156311,48,1216,298,1442,482,N/A,N/A
1560,car,0.6675829291343689,40,1434,322,1509,381,N/A,N/A
1560,person,0.6439225673675537,50,462,277,514,415,N/A,N/A
1561,car,0.7136228084564209,44,1108,306,1203,367,N/A,N/A
1561,person,0.6787323355674744,38,808,288,842,385,N/A,N/A
1561,person,0.5913410782814026,31,768,292,800,385,N/A,N/A
1561,car,0.8767527341842651,48,1219,296,1452,484,matrícula,pm
1561,car,0.8767527341842651,48,1219,296,1452,484,N/A,N/A
1561,car,0.6983214020729065,40,1434,322,1505,381,N/A,N/A
1561,person,0.5141369700431824,50,459,278,510,418,N/A,N/A
1562,car,0.647469162940979,44,1109,305,1205,368,N/A,N/A
1562,person,0.6697939038276672,38,810,288,843,383,N/A,N/A
1562,person,0.5290354490280151,31,769,294,801,384,N/A,N/A
1562,car,0.8984259963035583,48,1223,294,1462,489,matrícula,pm
1562,car,0.8984259963035583,48,1223,294,1462,489,N/A,N/A
1562,car,0.6325244903564453,40,1438,323,1505,381,N/A,N/A
1562,person,0.6254860758781433,50,454,276,508,420,N/A,N/A
1563,car,0.7447478771209717,44,1110,305,1205,369,N/A,N/A
1563,person,0.7014997005462646,38,811,287,844,385,N/A,N/A
1563,person,0.5362671613693237,31,769,292,802,381,N/A,N/A
1563,car,0.9038600921630859,48,1225,293,1475,495,matrícula,pm
1563,car,0.9038600921630859,48,1225,293,1475,495,N/A,N/A
1563,car,0.5757866501808167,40,1439,322,1502,379,N/A,N/A
1563,person,0.683415412902832,50,452,278,506,420,N/A,N/A
1564,car,0.6653602719306946,44,1111,307,1206,368,N/A,N/A
1564,person,0.6918477416038513,38,812,287,845,385,N/A,N/A
1564,person,0.49534711241722107,31,770,292,804,379,N/A,N/A
1564,car,0.894792377948761,48,1227,293,1487,502,matrícula,pm
1564,car,0.894792377948761,48,1227,293,1487,502,N/A,N/A
1564,person,0.6876230239868164,50,450,278,505,420,N/A,N/A
1565,car,0.6960738897323608,44,1114,306,1206,368,N/A,N/A
1565,person,0.7171915769577026,38,813,287,845,386,N/A,N/A
1565,person,0.42853844165802,31,771,292,803,377,N/A,N/A
1565,car,0.8947166204452515,48,1230,293,1501,506,matrícula,pm
1565,car,0.8947166204452515,48,1230,293,1501,506,N/A,N/A
1565,person,0.6788550019264221,50,449,279,503,422,N/A,N/A
1566,car,0.7414035797119141,44,1116,306,1206,369,N/A,N/A
1566,person,0.745677649974823,38,813,286,846,386,N/A,N/A
1566,person,0.43088066577911377,31,771,295,803,377,N/A,N/A
1566,car,0.8950298428535461,48,1233,293,1515,512,matrícula,losi
1566,car,0.8950298428535461,48,1233,293,1515,512,N/A,N/A
1566,person,0.6349043846130371,50,447,280,501,422,N/A,N/A
1567,car,0.7029648423194885,44,1118,307,1207,369,N/A,N/A
1567,person,0.7222193479537964,38,813,285,847,384,N/A,N/A
1567,car,0.8858829140663147,48,1237,293,1529,520,matrícula,losi
1567,car,0.8858829140663147,48,1237,293,1529,520,N/A,N/A
1567,person,0.7267350554466248,50,445,281,497,424,N/A,N/A
1567,car,0.6719935536384583,55,1214,312,1263,360,N/A,N/A
1568,car,0.7402163743972778,44,1119,307,1206,369,N/A,N/A
1568,person,0.6896599531173706,38,815,285,847,387,N/A,N/A
1568,car,0.904661238193512,48,1241,292,1547,526,matrícula,losi
1568,car,0.904661238193512,48,1241,292,1547,526,N/A,N/A
1568,person,0.7356147766113281,50,442,280,493,424,N/A,N/A
1568,car,0.6521294116973877,55,1213,311,1268,361,N/A,N/A
1569,car,0.7240737676620483,44,1120,308,1206,369,N/A,N/A
1569,person,0.6773790717124939,38,816,285,848,388,N/A,N/A
1569,car,0.9154394865036011,48,1244,293,1564,531,matrícula,losi
1569,car,0.9154394865036011,48,1244,293,1564,531,N/A,N/A
1569,person,0.7109199166297913,50,439,279,492,424,N/A,N/A
1569,car,0.6729896664619446,55,1213,310,1273,362,N/A,N/A
1570,car,0.6552942395210266,44,1120,308,1208,369,N/A,N/A
1570,person,0.7136839628219604,38,816,285,848,388,N/A,N/A
1570,person,0.42415884137153625,31,773,295,807,379,N/A,N/A
1570,car,0.9024608135223389,48,1250,292,1585,538,matrícula,losi
1570,car,0.9024608135223389,48,1250,292,1585,538,N/A,N/A
1570,person,0.7370442152023315,50,438,276,489,424,N/A,N/A
1570,car,0.6917737126350403,55,1212,310,1277,361,N/A,N/A
1571,car,0.5612675547599792,44,1121,306,1213,369,N/A,N/A
1571,person,0.7163302302360535,38,816,285,849,388,N/A,N/A
1571,person,0.473092645406723,31,774,292,808,377,N/A,N/A
1571,car,0.8936673402786255,48,1257,292,1606,544,matrícula,losi
1571,car,0.8936673402786255,48,1257,292,1606,544,N/A,N/A
1571,person,0.6505645513534546,50,437,276,487,425,N/A,N/A
1571,car,0.6868849396705627,55,1214,310,1278,361,N/A,N/A
1572,car,0.6159809231758118,44,1122,307,1214,370,N/A,N/A
1572,person,0.7376889586448669,38,816,284,850,388,N/A,N/A
1572,person,0.5334097146987915,31,774,292,809,378,N/A,N/A
1572,car,0.9008290767669678,48,1262,292,1628,550,matrícula,losi
1572,car,0.9008290767669678,48,1262,292,1628,550,N/A,N/A
1572,person,0.7198681235313416,50,434,277,485,425,N/A,N/A
1572,car,0.6795650720596313,55,1215,310,1279,362,N/A,N/A
1573,car,0.6195786595344543,44,1122,308,1212,371,N/A,N/A
1573,person,0.7578607797622681,38,817,284,850,387,N/A,N/A
1573,person,0.5819002985954285,31,774,293,809,380,N/A,N/A
1573,car,0.8789288997650146,48,1267,291,1652,559,matrícula,losi
1573,car,0.8789288997650146,48,1267,291,1652,559,N/A,N/A
1573,person,0.7034912109375,50,431,277,483,426,N/A,N/A
1573,car,0.6895514130592346,55,1216,309,1279,362,N/A,N/A
1574,car,0.7115371227264404,44,1122,309,1210,372,N/A,N/A
1574,person,0.7397735118865967,38,817,281,851,388,N/A,N/A
1574,person,0.43756547570228577,31,774,289,809,379,N/A,N/A
1574,car,0.9031081795692444,48,1273,291,1683,568,matrícula,losi
1574,car,0.9031081795692444,48,1273,291,1683,568,N/A,N/A
1574,person,0.7158404588699341,50,427,277,483,427,N/A,N/A
1574,car,0.7046664953231812,55,1215,309,1280,362,N/A,N/A
1575,car,0.7183393836021423,44,1123,308,1209,372,N/A,N/A
1575,person,0.7273951768875122,38,817,282,852,387,N/A,N/A
1575,person,0.41318315267562866,31,774,292,809,377,N/A,N/A
1575,car,0.9158362746238708,48,1279,291,1711,578,matrícula,losi
1575,car,0.9158362746238708,48,1279,291,1711,578,N/A,N/A
1575,person,0.6388062238693237,50,423,277,481,427,N/A,N/A
1575,car,0.7297331094741821,55,1215,310,1280,362,N/A,N/A
1576,car,0.7043565511703491,44,1122,308,1210,373,N/A,N/A
1576,person,0.6658472418785095,38,818,284,853,388,N/A,N/A
1576,person,0.4520115256309509,31,774,295,811,378,N/A,N/A
1576,car,0.9075352549552917,48,1288,289,1744,587,matrícula,losi
1576,car,0.9075352549552917,48,1288,289,1744,587,N/A,N/A
1576,person,0.7039622068405151,50,419,279,479,427,N/A,N/A
1576,car,0.7163992524147034,55,1216,310,1281,362,N/A,N/A
1577,car,0.6928573846817017,44,1122,307,1210,374,N/A,N/A
1577,person,0.6374523639678955,38,819,287,854,389,N/A,N/A
1577,person,0.46159473061561584,31,774,298,810,377,N/A,N/A
1577,car,0.9077461957931519,48,1297,290,1781,600,matrícula,Ei7
1577,car,0.9077461957931519,48,1297,290,1781,600,N/A,N/A
1577,person,0.7346768379211426,50,416,282,477,427,N/A,N/A
1577,car,0.7019880414009094,55,1216,309,1281,363,N/A,N/A
1578,car,0.6796736121177673,44,1123,307,1211,375,N/A,N/A
1578,person,0.6796941161155701,38,821,288,855,387,N/A,N/A
1578,person,0.5971906781196594,31,776,295,811,378,N/A,N/A
1578,car,0.9318059086799622,48,1306,289,1819,611,matrícula,Ik
1578,car,0.9318059086799622,48,1306,289,1819,611,N/A,N/A
1578,person,0.7271987199783325,50,414,282,473,428,N/A,N/A
1578,car,0.6735125780105591,55,1217,309,1281,363,N/A,N/A
1579,car,0.7004004716873169,44,1123,308,1213,376,N/A,N/A
1579,person,0.6492893695831299,38,821,288,855,385,N/A,N/A
1579,person,0.6007787585258484,31,777,294,812,379,N/A,N/A
1579,car,0.9331231117248535,48,1318,287,1864,622,matrícula,Ik
1579,car,0.9331231117248535,48,1318,287,1864,622,N/A,N/A
1579,person,0.7223511934280396,50,413,281,472,427,N/A,N/A
1579,car,0.6456630229949951,55,1217,309,1282,364,N/A,N/A
1579,car,0.5393523573875427,56,1294,320,1350,356,N/A,N/A
1580,car,0.7032686471939087,44,1124,309,1215,377,N/A,N/A
1580,person,0.6081570386886597,38,822,287,855,383,N/A,N/A
1580,person,0.5060685873031616,31,778,295,813,378,N/A,N/A
1580,car,0.9174572229385376,48,1329,286,1907,637,matrícula,Ik
1580,car,0.9174572229385376,48,1329,286,1907,637,N/A,N/A
1580,person,0.7813766598701477,50,411,278,474,426,N/A,N/A
1580,car,0.6236089468002319,55,1219,309,1285,366,N/A,N/A
1580,car,0.45474591851234436,56,1294,320,1348,354,N/A,N/A
1581,car,0.6995548009872437,44,1123,309,1215,378,N/A,N/A
1581,person,0.6094830632209778,38,823,287,855,382,N/A,N/A
1581,person,0.5088582634925842,31,780,295,814,378,N/A,N/A
1581,car,0.9295731782913208,48,1341,286,1920,651,matrícula,Ik
1581,car,0.9295731782913208,48,1341,286,1920,651,N/A,N/A
1581,person,0.8038889765739441,50,408,277,470,426,N/A,N/A
1581,car,0.5836597084999084,55,1220,308,1286,367,N/A,N/A
1581,car,0.4654139578342438,56,1296,320,1348,353,N/A,N/A
1582,car,0.7260624766349792,44,1122,310,1216,378,N/A,N/A
1582,person,0.5791162848472595,38,823,287,856,381,N/A,N/A
1582,person,0.5281378626823425,31,781,294,815,378,N/A,N/A
1582,car,0.9332164525985718,48,1358,286,1920,666,matrícula,Ik
1582,car,0.9332164525985718,48,1358,286,1920,666,N/A,N/A
1582,person,0.7939749956130981,50,403,276,464,426,N/A,N/A
1582,car,0.5775667428970337,55,1221,308,1286,368,N/A,N/A
1582,car,0.5179413557052612,56,1294,321,1348,355,N/A,N/A
1583,car,0.7289919257164001,44,1121,309,1219,378,N/A,N/A
1583,person,0.6208566427230835,38,823,286,858,381,N/A,N/A
1583,person,0.6139763593673706,31,782,291,816,380,N/A,N/A
1583,car,0.9316328167915344,48,1372,285,1920,684,matrícula,Ik
1583,car,0.9316328167915344,48,1372,285,1920,684,N/A,N/A
1583,person,0.6200066208839417,50,400,275,457,426,N/A,N/A
1583,car,0.6277499794960022,55,1221,307,1288,369,N/A,N/A
1583,car,0.5415985584259033,56,1294,320,1348,355,N/A,N/A
1584,car,0.7231321334838867,44,1119,309,1218,379,N/A,N/A
1584,person,0.6144197583198547,38,825,284,858,380,N/A,N/A
1584,person,0.593962550163269,31,783,288,818,380,N/A,N/A
1584,car,0.9278923273086548,48,1387,286,1920,706,N/A,N/A
1584,person,0.7644516229629517,50,397,271,453,427,N/A,N/A
1584,car,0.580646276473999,55,1222,306,1289,370,N/A,N/A
1584,car,0.5988106727600098,56,1293,320,1347,356,N/A,N/A
1585,car,0.7358180284500122,44,1117,309,1217,381,N/A,N/A
1585,person,0.5968387126922607,38,825,284,859,379,N/A,N/A
1585,person,0.6186911463737488,31,785,285,820,380,N/A,N/A
1585,car,0.93302983045578,48,1407,286,1920,724,N/A,N/A
1585,person,0.7570092082023621,50,394,269,447,426,N/A,N/A
1585,car,0.6002572178840637,55,1222,307,1292,370,N/A,N/A
1585,car,0.6021997332572937,56,1293,319,1348,355,N/A,N/A
1585,car,0.5237689018249512,57,1385,324,1444,369,N/A,N/A
1586,car,0.7535402178764343,44,1116,308,1216,383,N/A,N/A
1586,person,0.6302607655525208,38,826,284,859,379,N/A,N/A
1586,person,0.6424753665924072,31,787,284,822,379,N/A,N/A
1586,car,0.93656325340271,48,1427,286,1920,742,N/A,N/A
1586,person,0.6822810173034668,50,386,266,445,427,N/A,N/A
1586,car,0.6204133033752441,55,1223,307,1295,370,N/A,N/A
1586,car,0.5764937400817871,56,1291,318,1347,356,N/A,N/A
1586,car,0.4728167951107025,57,1389,323,1452,367,N/A,N/A
1587,car,0.7515928745269775,44,1116,307,1213,383,N/A,N/A
1587,person,0.6237180829048157,38,827,285,859,378,N/A,N/A
1587,person,0.6455177068710327,31,788,284,822,379,N/A,N/A
1587,car,0.9418409466743469,48,1449,286,1920,765,N/A,N/A
1587,person,0.756123423576355,50,378,266,443,430,N/A,N/A
1587,car,0.6098829507827759,55,1224,306,1296,370,N/A,N/A
1587,car,0.5965969562530518,56,1290,318,1347,356,N/A,N/A
1587,car,0.6468583345413208,40,1430,321,1507,398,N/A,N/A
1588,car,0.7585230469703674,44,1115,307,1211,383,N/A,N/A
1588,person,0.6179403066635132,38,828,285,860,377,N/A,N/A
1588,person,0.6730267405509949,31,789,285,824,379,N/A,N/A
1588,car,0.9384011626243591,48,1474,285,1920,791,N/A,N/A
1588,person,0.8002479672431946,50,372,265,441,431,N/A,N/A
1588,car,0.503179132938385,55,1224,307,1297,370,N/A,N/A
1588,car,0.5748966932296753,56,1291,319,1346,356,N/A,N/A
1589,car,0.8083975315093994,44,1114,307,1210,383,N/A,N/A
1589,person,0.5793525576591492,38,828,285,861,376,N/A,N/A
1589,person,0.5830767750740051,31,791,287,824,378,N/A,N/A
1589,car,0.9367430210113525,48,1499,283,1920,782,N/A,N/A
1589,person,0.7984914779663086,50,365,267,439,432,N/A,N/A
1589,car,0.5818745493888855,55,1224,310,1298,371,N/A,N/A
1589,car,0.4964754581451416,56,1294,320,1346,355,N/A,N/A
1589,car,0.5153449773788452,40,1433,324,1508,388,N/A,N/A
1590,car,0.779351532459259,44,1114,307,1211,384,N/A,N/A
1590,person,0.5876317024230957,38,829,285,862,375,N/A,N/A
1590,person,0.5722404718399048,31,792,288,824,378,N/A,N/A
1590,car,0.9346805214881897,48,1528,283,1920,761,N/A,N/A
1590,person,0.7771414518356323,50,371,269,438,433,N/A,N/A
1590,car,0.6214805841445923,55,1224,312,1299,372,N/A,N/A
1590,car,0.511741042137146,56,1294,320,1343,355,N/A,N/A
1590,car,0.5111689567565918,40,1434,324,1512,385,N/A,N/A
1591,car,0.7996733784675598,44,1112,307,1211,385,N/A,N/A
1591,person,0.5812847018241882,38,829,286,863,376,N/A,N/A
1591,person,0.4669709801673889,31,792,288,825,375,N/A,N/A
1591,car,0.9318549633026123,48,1559,282,1920,750,N/A,N/A
1591,person,0.7499532699584961,50,369,269,437,435,N/A,N/A
1591,car,0.6228607296943665,55,1224,313,1300,373,N/A,N/A
1591,car,0.5228321552276611,56,1294,319,1341,355,N/A,N/A
1591,car,0.5755167007446289,40,1436,324,1513,383,N/A,N/A
1592,car,0.8120354413986206,44,1108,307,1208,386,N/A,N/A
1592,person,0.5754459500312805,38,829,286,864,376,N/A,N/A
1592,person,0.4446991980075836,31,793,289,826,372,N/A,N/A
1592,car,0.9069617390632629,48,1592,284,1920,744,N/A,N/A
1592,person,0.7679834961891174,50,363,268,435,436,N/A,N/A
1592,car,0.6330710053443909,55,1223,311,1300,374,N/A,N/A
1592,car,0.4997669458389282,56,1293,319,1342,354,N/A,N/A
1592,car,0.6011216640472412,40,1435,323,1513,382,N/A,N/A
1593,car,0.7853308916091919,44,1106,307,1206,386,N/A,N/A
1593,person,0.6192140579223633,38,830,286,864,378,N/A,N/A
1593,car,0.9015049338340759,48,1631,285,1920,744,N/A,N/A
1593,person,0.7677837610244751,50,356,266,431,434,N/A,N/A
1593,car,0.654715359210968,55,1224,311,1300,375,N/A,N/A
1593,car,0.5617724061012268,56,1293,318,1340,354,N/A,N/A
1593,car,0.6097074747085571,40,1428,322,1513,383,N/A,N/A
1594,car,0.7752773761749268,44,1103,307,1202,387,matrícula,N/A
1594,car,0.7752773761749268,44,1103,307,1202,387,N/A,N/A
1594,person,0.6031128168106079,38,830,286,865,379,N/A,N/A
1594,car,0.9004242420196533,48,1674,290,1920,742,N/A,N/A
1594,person,0.7733203768730164,50,353,265,426,434,N/A,N/A
1594,car,0.6154237985610962,55,1224,309,1300,376,N/A,N/A
1594,car,0.5545853972434998,56,1292,318,1340,354,N/A,N/A
1594,car,0.6672807931900024,40,1429,322,1513,383,N/A,N/A
1595,car,0.7218866944313049,44,1100,307,1199,387,N/A,N/A
1595,person,0.545122504234314,38,831,288,865,378,N/A,N/A
1595,car,0.8649030327796936,48,1722,294,1920,755,N/A,N/A
1595,person,0.7362337708473206,50,355,262,422,435,N/A,N/A
1595,car,0.6358545422554016,55,1225,307,1300,376,N/A,N/A
1595,car,0.4819812476634979,56,1292,319,1339,354,N/A,N/A
1595,car,0.6919237971305847,40,1433,322,1512,383,N/A,N/A
1596,car,0.7224761843681335,44,1097,307,1200,388,N/A,N/A
1596,person,0.49275198578834534,38,832,289,864,378,N/A,N/A
1596,car,0.8113918304443359,48,1773,305,1920,777,N/A,N/A
1596,person,0.8156880736351013,50,356,263,417,436,N/A,N/A
1596,car,0.6418846845626831,55,1226,307,1301,376,N/A,N/A
1596,car,0.42641177773475647,56,1292,318,1339,353,N/A,N/A
1596,car,0.7204712629318237,40,1424,322,1512,383,N/A,N/A
1597,car,0.7710009813308716,44,1095,307,1204,388,N/A,N/A
1597,person,0.5085985064506531,38,833,289,865,378,N/A,N/A
1597,person,0.7818291187286377,50,356,265,414,436,N/A,N/A
1597,car,0.6722986698150635,55,1226,307,1301,377,N/A,N/A
1597,car,0.48402225971221924,56,1293,318,1340,353,N/A,N/A
1597,car,0.7472932934761047,40,1418,322,1513,384,N/A,N/A
1598,car,0.7527340054512024,44,1094,307,1201,388,N/A,N/A
1598,person,0.5321283340454102,38,834,290,866,380,N/A,N/A
1598,person,0.7621669769287109,50,354,269,411,437,N/A,N/A
1598,car,0.6665744781494141,55,1226,307,1303,377,N/A,N/A
1598,car,0.5682451128959656,56,1295,318,1340,354,N/A,N/A
1598,car,0.7088876962661743,40,1420,323,1513,384,N/A,N/A
1599,car,0.7188777923583984,44,1092,307,1199,389,matrícula,N/A
1599,car,0.7188777923583984,44,1092,307,1199,389,N/A,N/A
1599,person,0.5704429745674133,38,835,287,867,381,N/A,N/A
1599,person,0.8025251626968384,50,351,270,407,437,N/A,N/A
1599,car,0.6710063219070435,55,1227,307,1304,378,N/A,N/A
1599,car,0.5645808577537537,56,1296,318,1338,353,N/A,N/A
1599,car,0.7049797773361206,40,1423,322,1513,383,N/A,N/A
1600,car,0.7266705632209778,44,1090,307,1202,389,N/A,N/A
1600,person,0.5767009854316711,38,835,283,869,381,N/A,N/A
1600,person,0.7821430563926697,50,344,269,404,437,N/A,N/A
1600,car,0.715617835521698,55,1227,307,1304,379,N/A,N/A
1600,car,0.5197486281394958,56,1297,317,1337,353,N/A,N/A
1600,car,0.7058823704719543,40,1421,321,1512,383,N/A,N/A
1601,car,0.7312541604042053,44,1089,307,1200,389,N/A,N/A
1601,person,0.6083386540412903,38,834,281,869,381,N/A,N/A
1601,person,0.4766291379928589,31,795,284,830,376,N/A,N/A
1601,person,0.7546219825744629,50,336,268,403,438,N/A,N/A
1601,car,0.7069611549377441,55,1228,307,1305,379,N/A,N/A
1601,car,0.4871708154678345,56,1298,315,1338,353,N/A,N/A
1601,car,0.6895010471343994,40,1421,321,1512,382,N/A,N/A
1602,car,0.7706300020217896,44,1086,307,1197,388,N/A,N/A
1602,person,0.590661883354187,38,834,282,870,381,N/A,N/A
1602,person,0.733970046043396,50,333,269,404,439,N/A,N/A
1602,car,0.7082442045211792,55,1229,308,1305,380,N/A,N/A
1602,car,0.4915878176689148,56,1298,315,1339,352,N/A,N/A
1602,car,0.7011762261390686,40,1423,321,1512,382,N/A,N/A
1603,car,0.7756615281105042,44,1082,307,1199,390,matrícula,N/A
1603,car,0.7756615281105042,44,1082,307,1199,390,N/A,N/A
